"tag","category","context"
"source","media","<source>This is inside the <source> tag.</source>"
"code","inline","<code>This is inside the <code> tag.</code>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"code","inline","<code>This is inside the <code> tag.</code>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"code","inline","<code>This is inside the <code> tag.</code>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"td","table","<td>This is inside the <td> tag.</td>"
"input","form","<input>"
"meta","metadata","<meta charset=""UTF-8"" name=""viewport"" content=""width=device-width, initial-scale=1.0"">"
"template","scripting","<template>This is inside the <template> tag.</template>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"a","inline","<a target=""_blank"">This is inside the <a> tag.</a>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"meta","metadata","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"form","form","<form enctype=""multipart/form-data"" method=""post"">This is inside the <form> tag.</form>"
"li","list","<li>This is inside the <li> tag.</li>"
"option","form","<option>This is inside the <option> tag.</option>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"input","form","<input required type=""text"">"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"input","form","<input placeholder=""Enter text"">"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"track","media","<track>This is inside the <track> tag.</track>"
"link","metadata","<link>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"input","form","<input>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"object","media","<object>This is inside the <object> tag.</object>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"br","inline","<br>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"script","scripting","<script type=""text/javascript"">This is inside the <script> tag.</script>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"li","list","<li>This is inside the <li> tag.</li>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"br","inline","<br>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"input","form","<input required type=""text"">"
"td","table","<td>This is inside the <td> tag.</td>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"th","table","<th>This is inside the <th> tag.</th>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"script","scripting","<script>This is inside the <script> tag.</script>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"form","form","<form enctype=""multipart/form-data"" action=""/submit"">This is inside the <form> tag.</form>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"object","media","<object>This is inside the <object> tag.</object>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"object","media","<object>This is inside the <object> tag.</object>"
"li","list","<li>This is inside the <li> tag.</li>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"code","inline","<code>This is inside the <code> tag.</code>"
"meta","metadata","<meta charset=""UTF-8"" name=""viewport"" content=""width=device-width, initial-scale=1.0"">"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"code","inline","<code>This is inside the <code> tag.</code>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"button","form","<button type=""submit"">This is inside the <button> tag.</button>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"code","inline","<code>This is inside the <code> tag.</code>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"button","form","<button disabled class=""btn btn-primary"">This is inside the <button> tag.</button>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"td","table","<td>This is inside the <td> tag.</td>"
"a","inline","<a href=""https://example.com"" rel=""noopener"">This is inside the <a> tag.</a>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"button","form","<button>This is inside the <button> tag.</button>"
"video","media","<video>This is inside the <video> tag.</video>"
"th","table","<th>This is inside the <th> tag.</th>"
"table","table","<table>This is inside the <table> tag.</table>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"option","form","<option>This is inside the <option> tag.</option>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"option","form","<option>This is inside the <option> tag.</option>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"br","inline","<br>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"object","media","<object>This is inside the <object> tag.</object>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"button","form","<button>This is inside the <button> tag.</button>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"form","form","<form>This is inside the <form> tag.</form>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"em","inline","<em>This is inside the <em> tag.</em>"
"input","form","<input>"
"li","list","<li>This is inside the <li> tag.</li>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"th","table","<th>This is inside the <th> tag.</th>"
"select","form","<select>This is inside the <select> tag.</select>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"video","media","<video>This is inside the <video> tag.</video>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"col","table","<col>This is inside the <col> tag.</col>"
"meta","metadata","<meta charset=""UTF-8"" name=""viewport"" content=""width=device-width, initial-scale=1.0"">"
"object","media","<object>This is inside the <object> tag.</object>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"a","inline","<a>This is inside the <a> tag.</a>"
